TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
234.0,2000.0,3.0,ERP,1.0,5.0,stimuli/fractals/88b.jpg,-225.0,75.0,stimuli/fractals/88b.jpg,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,-225,75,-225,-75,-75,75,375,-225
235.0,1000.0,3.0,LLP,1.0,5.0,stimuli/fractals/36c.jpg,-75.0,75.0,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,-75,75,-75,225,75,75,375,-225
236.0,2000.0,3.0,ERP,1.0,2.0,stimuli/fractals/140b.jpg,75.0,225.0,stimuli/fractals/140b.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140a.jpg,75,225,-75,225,75,75,-375,-225
237.0,3000.0,3.0,ERP,2.0,0.0,stimuli/fractals/41b.jpg,225.0,-225.0,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,225,-225,75,-225,225,-75,-75,225
238.0,1000.0,3.0,OLP,2.0,0.0,stimuli/fractals/26b.jpg,-75.0,-75.0,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,stimuli/fractals/26c.jpg,-75,-75,-75,75,-75,-225,375,225
239.0,3000.0,3.0,ERP,2.0,0.0,stimuli/fractals/140b.jpg,75.0,225.0,stimuli/fractals/140b.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140a.jpg,75,225,-75,225,75,75,-375,-225
240.0,1000.0,3.0,ERP,2.0,0.0,stimuli/fractals/88b.jpg,-225.0,75.0,stimuli/fractals/88b.jpg,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,-225,75,-225,-75,-75,75,375,-225
241.0,2000.0,3.0,LLP,2.0,0.0,stimuli/fractals/36c.jpg,-75.0,225.0,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,-75,75,-75,225,75,75,375,-225
242.0,1000.0,3.0,LLP,1.0,3.0,stimuli/fractals/58b.jpg,75.0,75.0,stimuli/fractals/58b.jpg,stimuli/fractals/58c.jpg,stimuli/fractals/58a.jpg,75,75,75,225,75,-75,-375,-225
243.0,2000.0,3.0,ERP,1.0,1.0,stimuli/fractals/37a.jpg,225.0,75.0,stimuli/fractals/37a.jpg,stimuli/fractals/37c.jpg,stimuli/fractals/37b.jpg,225,75,225,-75,225,225,-375,-75
244.0,7000.0,3.0,LLP,1.0,3.0,stimuli/fractals/145b.jpg,-75.0,-225.0,stimuli/fractals/145b.jpg,stimuli/fractals/145a.jpg,stimuli/fractals/145c.jpg,-75,-225,-225,-225,75,-225,375,225
245.0,2000.0,3.0,ERP,2.0,0.0,stimuli/fractals/37a.jpg,225.0,75.0,stimuli/fractals/37a.jpg,stimuli/fractals/37c.jpg,stimuli/fractals/37b.jpg,225,75,225,-75,225,225,-375,-75
246.0,1000.0,3.0,LLP,2.0,0.0,stimuli/fractals/58b.jpg,75.0,225.0,stimuli/fractals/58b.jpg,stimuli/fractals/58c.jpg,stimuli/fractals/58a.jpg,75,75,75,225,75,-75,-375,-225
247.0,8000.0,3.0,ERP,1.0,2.0,stimuli/fractals/73b.jpg,-375.0,75.0,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,-375,75,-375,225,-375,-75,375,75
248.0,3000.0,3.0,LLP,2.0,0.0,stimuli/fractals/145b.jpg,-225.0,-225.0,stimuli/fractals/145b.jpg,stimuli/fractals/145a.jpg,stimuli/fractals/145c.jpg,-75,-225,-225,-225,75,-225,375,225
249.0,1000.0,3.0,LLP,1.0,1.0,stimuli/fractals/31a.jpg,75.0,75.0,stimuli/fractals/31a.jpg,stimuli/fractals/31b.jpg,stimuli/fractals/31c.jpg,75,75,-75,75,225,75,-375,-225
250.0,1000.0,3.0,ERP,2.0,0.0,stimuli/fractals/73b.jpg,-375.0,75.0,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,-375,75,-375,225,-375,-75,375,75
251.0,1000.0,3.0,LLP,2.0,0.0,stimuli/fractals/31a.jpg,-75.0,75.0,stimuli/fractals/31a.jpg,stimuli/fractals/31b.jpg,stimuli/fractals/31c.jpg,75,75,-75,75,225,75,-375,-225
252.0,2000.0,3.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
,,,,,,nan,225.0,-75.0,nan,nan,nan,225,-75,225,75,75,-75,-375,-225
