TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
11.0,2000.0,1.0,ERP,1.0,1.0,stimuli/fractals/7a.jpg,-225.0,75.0,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,-225,75,-375,75,-225,-75,375,-75
12.0,2000.0,1.0,OLP,1.0,4.0,stimuli/fractals/109b.jpg,-75.0,-225.0,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,stimuli/fractals/109c.jpg,-75,-225,-75,-75,-225,-225,375,225
13.0,2000.0,1.0,ERP,2.0,0.0,stimuli/fractals/7a.jpg,-225.0,75.0,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,-225,75,-375,75,-225,-75,375,-75
14.0,500.0,1.0,ERP,2.0,0.0,stimuli/fractals/61b.jpg,-75.0,-75.0,stimuli/fractals/61b.jpg,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,-75,-75,75,-75,-75,75,375,225
15.0,500.0,1.0,LLP,2.0,0.0,stimuli/fractals/12a.jpg,75.0,225.0,stimuli/fractals/12a.jpg,stimuli/fractals/12b.jpg,stimuli/fractals/12c.jpg,-75,225,75,225,-225,225,375,-75
16.0,1000.0,1.0,LLP,1.0,2.0,stimuli/fractals/89c.jpg,75.0,225.0,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,75,225,-75,225,225,225,-375,-225
17.0,3000.0,1.0,OLP,2.0,0.0,stimuli/fractals/109a.jpg,-75.0,-225.0,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,stimuli/fractals/109c.jpg,-75,-225,-75,-75,-225,-225,375,225
18.0,4000.0,1.0,OLP,1.0,1.0,stimuli/fractals/142b.jpg,75.0,-75.0,stimuli/fractals/142b.jpg,stimuli/fractals/142a.jpg,stimuli/fractals/142c.jpg,75,-75,-75,-75,75,75,-375,225
19.0,1000.0,1.0,LLP,2.0,0.0,stimuli/fractals/89c.jpg,-75.0,225.0,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,75,225,-75,225,225,225,-375,-225
20.0,2000.0,1.0,OLP,2.0,0.0,stimuli/fractals/142a.jpg,75.0,-75.0,stimuli/fractals/142b.jpg,stimuli/fractals/142a.jpg,stimuli/fractals/142c.jpg,75,-75,-75,-75,75,75,-375,225
21.0,5000.0,1.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
22.0,1000.0,1.0,ERP,1.0,3.0,stimuli/fractals/99c.jpg,375.0,75.0,stimuli/fractals/99c.jpg,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,375,75,375,225,225,75,-225,-225
23.0,2000.0,1.0,LLP,1.0,5.0,stimuli/fractals/45b.jpg,75.0,75.0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,75,75,-75,75,75,-75,-375,-225
24.0,1000.0,1.0,ERP,1.0,2.0,stimuli/fractals/21a.jpg,375.0,225.0,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,375,225,375,75,225,225,-375,-225
25.0,2000.0,1.0,ERP,1.0,5.0,stimuli/fractals/14c.jpg,-75.0,75.0,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-75,75,-75,225,75,75,375,-225
26.0,1000.0,1.0,ERP,2.0,0.0,stimuli/fractals/99c.jpg,375.0,75.0,stimuli/fractals/99c.jpg,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,375,75,375,225,225,75,-225,-225
27.0,5000.0,1.0,ERP,2.0,0.0,stimuli/fractals/21a.jpg,375.0,225.0,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,375,225,375,75,225,225,-375,-225
28.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/51a.jpg,225.0,225.0,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,225,225,75,225,375,225,-375,-225
29.0,4000.0,1.0,LLP,2.0,0.0,stimuli/fractals/45b.jpg,-75.0,75.0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,75,75,-75,75,75,-75,-375,-225
30.0,1000.0,1.0,OLP,1.0,2.0,stimuli/fractals/114a.jpg,-75.0,75.0,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,-75,75,-225,75,75,75,375,-225
31.0,3000.0,1.0,ERP,2.0,0.0,stimuli/fractals/14c.jpg,-75.0,75.0,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-75,75,-75,225,75,75,375,-225
32.0,4000.0,1.0,OLP,2.0,0.0,stimuli/fractals/51c.jpg,225.0,225.0,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,225,225,75,225,375,225,-375,-225
33.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/114b.jpg,-75.0,75.0,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,-75,75,-225,75,75,75,375,-225
34.0,3000.0,1.0,ERP,1.0,4.0,stimuli/fractals/23a.jpg,-375.0,-75.0,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-375,-75,-375,-225,-225,-75,375,225
35.0,7000.0,1.0,OLP,1.0,1.0,stimuli/fractals/25c.jpg,-375.0,225.0,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,-375,225,-225,225,-375,75,375,-75
36.0,1000.0,1.0,LLP,1.0,4.0,stimuli/fractals/84c.jpg,375.0,-75.0,stimuli/fractals/84c.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84b.jpg,375,-75,225,-75,375,-225,-225,75
37.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/25b.jpg,-375.0,225.0,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,-375,225,-225,225,-375,75,375,-75
38.0,3000.0,1.0,LLP,1.0,1.0,stimuli/fractals/49a.jpg,-375.0,75.0,stimuli/fractals/49a.jpg,stimuli/fractals/49c.jpg,stimuli/fractals/49b.jpg,-375,75,-375,-75,-375,225,375,75
39.0,2000.0,1.0,ERP,2.0,0.0,stimuli/fractals/23a.jpg,-375.0,-75.0,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-375,-75,-375,-225,-225,-75,375,225
40.0,1000.0,1.0,LLP,2.0,0.0,stimuli/fractals/49a.jpg,-375.0,-75.0,stimuli/fractals/49a.jpg,stimuli/fractals/49c.jpg,stimuli/fractals/49b.jpg,-375,75,-375,-75,-375,225,375,75
41.0,3000.0,1.0,LLP,2.0,0.0,stimuli/fractals/84c.jpg,225.0,-75.0,stimuli/fractals/84c.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84b.jpg,375,-75,225,-75,375,-225,-225,75
42.0,3000.0,1.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
43.0,2000.0,1.0,OLP,1.0,2.0,stimuli/fractals/108a.jpg,75.0,-75.0,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,75,-75,75,75,225,-75,-375,225
44.0,2000.0,1.0,OLP,1.0,5.0,stimuli/fractals/32a.jpg,-75.0,75.0,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-75,75,75,75,-75,225,375,-225
45.0,1000.0,1.0,ERP,1.0,5.0,stimuli/fractals/129a.jpg,-375.0,225.0,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,-375,225,-375,75,-225,225,375,-225
46.0,4000.0,1.0,OLP,2.0,0.0,stimuli/fractals/108c.jpg,75.0,-75.0,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,75,-75,75,75,225,-75,-375,225
47.0,1000.0,1.0,LLP,1.0,1.0,stimuli/fractals/18c.jpg,-375.0,-75.0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,-375,-75,-375,-225,-225,-75,225,-225
48.0,1000.0,1.0,ERP,1.0,3.0,stimuli/fractals/59c.jpg,225.0,-225.0,stimuli/fractals/59c.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59b.jpg,225,-225,75,-225,225,-75,-375,225
49.0,1000.0,1.0,LLP,2.0,0.0,stimuli/fractals/18c.jpg,-375.0,-225.0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,-375,-75,-375,-225,-225,-75,225,-225
50.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/32c.jpg,-75.0,75.0,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-75,75,75,75,-75,225,375,-225
51.0,3000.0,1.0,ERP,2.0,0.0,stimuli/fractals/129a.jpg,-375.0,225.0,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,-375,225,-375,75,-225,225,375,-225
52.0,3000.0,1.0,ERP,2.0,0.0,stimuli/fractals/59c.jpg,225.0,-225.0,stimuli/fractals/59c.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59b.jpg,225,-225,75,-225,225,-75,-375,225
53.0,500.0,1.0,OLP,1.0,1.0,stimuli/fractals/103a.jpg,-375.0,225.0,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,-375,225,-375,75,-225,225,75,-225
54.0,1000.0,1.0,OLP,1.0,4.0,stimuli/fractals/98a.jpg,375.0,75.0,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,375,75,375,225,225,75,-75,-225
55.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/103c.jpg,-375.0,225.0,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,-375,225,-375,75,-225,225,75,-225
56.0,1000.0,1.0,LLP,1.0,4.0,stimuli/fractals/122a.jpg,-225.0,-75.0,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,stimuli/fractals/122b.jpg,-225,-75,-225,75,-225,-225,375,225
57.0,500.0,1.0,ERP,1.0,2.0,stimuli/fractals/123a.jpg,75.0,-75.0,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,75,-75,75,-225,-75,-75,-375,225
58.0,2000.0,1.0,ERP,1.0,3.0,stimuli/fractals/4b.jpg,75.0,-225.0,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,75,-225,-75,-225,75,-75,-375,75
59.0,500.0,1.0,OLP,2.0,0.0,stimuli/fractals/98b.jpg,375.0,75.0,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,375,75,375,225,225,75,-75,-225
60.0,6000.0,1.0,ERP,2.0,0.0,stimuli/fractals/123a.jpg,75.0,-75.0,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,75,-75,75,-225,-75,-75,-375,225
61.0,8000.0,1.0,LLP,2.0,0.0,stimuli/fractals/122a.jpg,-225.0,75.0,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,stimuli/fractals/122b.jpg,-225,-75,-225,75,-225,-225,375,225
62.0,7000.0,1.0,ERP,2.0,0.0,stimuli/fractals/4b.jpg,75.0,-225.0,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,75,-225,-75,-225,75,-75,-375,75
63.0,1000.0,1.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
64.0,4000.0,1.0,OLP,1.0,1.0,stimuli/fractals/83c.jpg,375.0,-225.0,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,375,-225,375,-75,225,-225,-75,225
65.0,2000.0,1.0,OLP,1.0,1.0,stimuli/fractals/20b.jpg,75.0,225.0,stimuli/fractals/20b.jpg,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,75,225,75,75,225,225,-375,-225
66.0,4000.0,1.0,OLP,2.0,0.0,stimuli/fractals/83b.jpg,375.0,-225.0,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,375,-225,375,-75,225,-225,-75,225
67.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/20c.jpg,75.0,225.0,stimuli/fractals/20b.jpg,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,75,225,75,75,225,225,-375,-225
68.0,3000.0,1.0,OLP,1.0,4.0,stimuli/fractals/68a.jpg,-75.0,75.0,stimuli/fractals/68a.jpg,stimuli/fractals/68c.jpg,stimuli/fractals/68b.jpg,-75,75,-75,-75,-75,225,375,-225
69.0,1000.0,1.0,LLP,1.0,2.0,stimuli/fractals/57b.jpg,75.0,75.0,stimuli/fractals/57b.jpg,stimuli/fractals/57a.jpg,stimuli/fractals/57c.jpg,75,75,-75,75,75,-75,-375,-225
70.0,1000.0,1.0,OLP,1.0,3.0,stimuli/fractals/27b.jpg,225.0,-225.0,stimuli/fractals/27b.jpg,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,225,-225,75,-225,375,-225,-375,225
71.0,500.0,1.0,ERP,1.0,5.0,stimuli/fractals/65a.jpg,-75.0,-75.0,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,-75,-75,-225,-75,-75,75,375,225
72.0,7000.0,1.0,LLP,2.0,0.0,stimuli/fractals/57b.jpg,-75.0,75.0,stimuli/fractals/57b.jpg,stimuli/fractals/57a.jpg,stimuli/fractals/57c.jpg,75,75,-75,75,75,-75,-375,-225
73.0,4000.0,1.0,OLP,2.0,0.0,stimuli/fractals/68c.jpg,-75.0,75.0,stimuli/fractals/68a.jpg,stimuli/fractals/68c.jpg,stimuli/fractals/68b.jpg,-75,75,-75,-75,-75,225,375,-225
74.0,2000.0,1.0,OLP,2.0,0.0,stimuli/fractals/27a.jpg,225.0,-225.0,stimuli/fractals/27b.jpg,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,225,-225,75,-225,375,-225,-375,225
75.0,2000.0,1.0,LLP,1.0,5.0,stimuli/fractals/94c.jpg,225.0,225.0,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,225,225,375,225,225,75,-75,-225
76.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/69b.jpg,-225.0,-75.0,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69a.jpg,-225,-75,-75,-75,-375,-75,375,75
77.0,1000.0,1.0,ERP,2.0,0.0,stimuli/fractals/65a.jpg,-75.0,-75.0,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,-75,-75,-225,-75,-75,75,375,225
78.0,7000.0,1.0,OLP,1.0,4.0,stimuli/fractals/97a.jpg,-75.0,225.0,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-75,225,75,225,-75,75,375,-225
79.0,1000.0,1.0,ERP,1.0,2.0,stimuli/fractals/128a.jpg,-375.0,-75.0,stimuli/fractals/128a.jpg,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,-375,-75,-375,75,-225,-75,375,-225
80.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/69c.jpg,-225.0,-75.0,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69a.jpg,-225,-75,-75,-75,-375,-75,375,75
81.0,1000.0,1.0,LLP,2.0,0.0,stimuli/fractals/94c.jpg,375.0,225.0,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,225,225,375,225,225,75,-75,-225
82.0,4000.0,1.0,ERP,2.0,0.0,stimuli/fractals/128a.jpg,-375.0,-75.0,stimuli/fractals/128a.jpg,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,-375,-75,-375,75,-225,-75,375,-225
83.0,1000.0,1.0,OLP,2.0,0.0,stimuli/fractals/97c.jpg,-75.0,225.0,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-75,225,75,225,-75,75,375,-225
84.0,3000.0,1.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
85.0,500.0,2.0,LLP,1.0,1.0,stimuli/fractals/119a.jpg,225.0,75.0,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119c.jpg,225,75,225,225,375,75,-225,-225
86.0,3000.0,2.0,OLP,1.0,2.0,stimuli/fractals/47c.jpg,-225.0,225.0,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-225,225,-375,225,-225,75,75,-225
87.0,2000.0,2.0,LLP,2.0,0.0,stimuli/fractals/119a.jpg,225.0,225.0,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119c.jpg,225,75,225,225,375,75,-225,-225
88.0,3000.0,2.0,OLP,1.0,1.0,stimuli/fractals/16a.jpg,-75.0,-75.0,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-75,-75,-75,75,-75,-225,375,225
89.0,3000.0,2.0,OLP,2.0,0.0,stimuli/fractals/47a.jpg,-225.0,225.0,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-225,225,-375,225,-225,75,75,-225
90.0,4000.0,2.0,OLP,2.0,0.0,stimuli/fractals/16b.jpg,-75.0,-75.0,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-75,-75,-75,75,-75,-225,375,225
91.0,3000.0,2.0,ERP,1.0,3.0,stimuli/fractals/44a.jpg,-375.0,75.0,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44c.jpg,-375,75,-375,225,-225,75,225,-225
92.0,2000.0,2.0,ERP,1.0,3.0,stimuli/fractals/66b.jpg,225.0,75.0,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,225,75,225,225,375,75,-375,-75
93.0,8000.0,2.0,OLP,1.0,5.0,stimuli/fractals/75c.jpg,-75.0,-225.0,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75b.jpg,-75,-225,75,-225,-225,-225,-375,225
94.0,1000.0,2.0,LLP,1.0,5.0,stimuli/fractals/120a.jpg,-375.0,225.0,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,-375,225,-375,75,-225,225,375,-225
95.0,500.0,2.0,ERP,2.0,0.0,stimuli/fractals/44a.jpg,-375.0,75.0,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44c.jpg,-375,75,-375,225,-225,75,225,-225
96.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/66b.jpg,225.0,75.0,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,225,75,225,225,375,75,-375,-75
97.0,2000.0,2.0,LLP,1.0,4.0,stimuli/fractals/24c.jpg,225.0,75.0,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,225,75,75,75,225,225,-225,-225
98.0,6000.0,2.0,ERP,1.0,4.0,stimuli/fractals/144a.jpg,375.0,75.0,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,375,75,375,-75,225,75,-375,-225
99.0,4000.0,2.0,OLP,2.0,0.0,stimuli/fractals/75a.jpg,-75.0,-225.0,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75b.jpg,-75,-225,75,-225,-225,-225,-375,225
100.0,3000.0,2.0,LLP,2.0,0.0,stimuli/fractals/120a.jpg,-375.0,75.0,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,-375,225,-375,75,-225,225,375,-225
101.0,6000.0,2.0,LLP,1.0,2.0,stimuli/fractals/52c.jpg,225.0,-75.0,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,225,-75,225,75,225,-225,-375,225
102.0,2000.0,2.0,LLP,2.0,0.0,stimuli/fractals/24c.jpg,75.0,75.0,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,225,75,75,75,225,225,-225,-225
103.0,1000.0,2.0,ERP,2.0,0.0,stimuli/fractals/144a.jpg,375.0,75.0,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,375,75,375,-75,225,75,-375,-225
104.0,3000.0,2.0,LLP,2.0,0.0,stimuli/fractals/52c.jpg,225.0,75.0,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,225,-75,225,75,225,-225,-375,225
105.0,1000.0,2.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
106.0,1000.0,2.0,ERP,1.0,4.0,stimuli/fractals/86a.jpg,225.0,-225.0,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,225,-225,75,-225,225,-75,-375,75
107.0,1000.0,2.0,OLP,1.0,5.0,stimuli/fractals/34a.jpg,-225.0,75.0,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,-225,75,-375,75,-75,75,225,-225
108.0,5000.0,2.0,LLP,1.0,5.0,stimuli/fractals/55c.jpg,375.0,-225.0,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,375,-225,375,-75,225,-225,-375,225
109.0,2000.0,2.0,OLP,1.0,2.0,stimuli/fractals/33b.jpg,225.0,-75.0,stimuli/fractals/33b.jpg,stimuli/fractals/33c.jpg,stimuli/fractals/33a.jpg,225,-75,225,-225,75,-75,-375,-225
110.0,1000.0,2.0,ERP,1.0,4.0,stimuli/fractals/127b.jpg,375.0,75.0,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,375,75,375,-75,225,75,-225,225
111.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/86a.jpg,225.0,-225.0,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,225,-225,75,-225,225,-75,-375,75
112.0,5000.0,2.0,OLP,2.0,0.0,stimuli/fractals/33c.jpg,225.0,-75.0,stimuli/fractals/33b.jpg,stimuli/fractals/33c.jpg,stimuli/fractals/33a.jpg,225,-75,225,-225,75,-75,-375,-225
113.0,1000.0,2.0,OLP,2.0,0.0,stimuli/fractals/34c.jpg,-225.0,75.0,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,-225,75,-375,75,-75,75,225,-225
114.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/55c.jpg,375.0,-75.0,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,375,-225,375,-75,225,-225,-375,225
115.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/127b.jpg,375.0,75.0,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,375,75,375,-75,225,75,-225,225
116.0,5000.0,2.0,ERP,1.0,3.0,stimuli/fractals/101a.jpg,-375.0,75.0,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101b.jpg,-375,75,-375,225,-375,-75,375,75
