Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,enc_fx_key.rt,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,comprehension_continue_key.rt,demo_start_text.started,demo_start_text.stopped,demo_interior.started,demo_interior.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_interior.started,rec_fx_interior.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_interior.started,rec_trial_interior.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,end_rec_run_text.started,end_rec_run_text.stopped,end_rec_run_key.keys,end_rec_run_key.rt,end_rec_run_key.started,end_rec_run_key.stopped,rec_fx_key.rt,end_experiment_text.started,end_experiment_text.stopped,end_experiment_code.started,end_experiment_code.stopped,end_experiment_continue.started,end_experiment_continue.stopped,end_experiment_key.keys,end_experiment_key.rt,end_experiment_key.started,end_experiment_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,RecognitionPractice,LOC,FOIL,,stimuli/fractals/159a.jpg,-75,-225,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.81275809998624,None,347.81280730012804,None,347.81280730012804,None,None,347.81280730012804,None,347.81280730012804,None,347.81280730012804,None,347.86276650009677,None,347.86276650009677,None,k,1.216333799995482,347.86276650009677,None,347.86276650009677,None,347.86276650009677,None,351.84621370001696,None,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,RecognitionPractice,LOC,LURE,,stimuli/fractals/148b.jpg,225,-225,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.8481062001083,None,353.8481062001083,None,None,353.8481062001083,None,353.8481062001083,None,353.8481062001083,None,353.8814989000093,None,353.8814989000093,None,f,1.765634800074622,353.8814989000093,None,353.8814989000093,None,353.8814989000093,None,357.8817179000471,None,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-75,225,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.87966470001265,None,359.87966470001265,None,None,359.87966470001265,None,359.87966470001265,None,359.87966470001265,None,359.9130502000917,None,359.9130502000917,None,f,1.0381221000570804,359.9130502000917,None,359.9130502000917,None,359.9130502000917,None,363.91533500002697,None,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.9131834001746,None,right,0.8223958001472056,366.8965251999907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/77c.jpg,-375.0,-225.0,500,,1,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8965251999907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.27994949999265,None,370.27994949999265,None,None,370.27994949999265,None,370.27994949999265,None,370.27994949999265,None,370.81532910000533,None,370.81532910000533,None,f,0.4956497000530362,370.81532910000533,None,370.81532910000533,None,370.81532910000533,None,,,367.74653170001693,None,368.7465613000095,None,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,LURE,,stimuli/fractals/90b.jpg,75.0,-75.0,1000,,2,None,,stimuli/fractals/90a.jpg,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,75.0,-75.0,225.0,-75.0,75.0,75.0,-375.0,225.0,,,,,,1,,1.0,OLP,stimuli/fractals/90a.jpg,75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.7967087000143,None,374.7967087000143,None,None,374.7967087000143,None,374.7967087000143,None,374.7967087000143,None,375.8320579000283,None,375.8320579000283,None,k,0.6550324999261647,375.8320579000283,None,375.8320579000283,None,375.8320579000283,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,TARGET,,stimuli/fractals/23a.jpg,-75.0,-75.0,2000,,3,None,,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-75.0,-75.0,75.0,-75.0,-225.0,-75.0,375.0,225.0,,,,,,1,,2.0,OLP,stimuli/fractals/23a.jpg,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.33020610013045,None,381.33020610013045,None,None,381.33020610013045,None,381.33020610013045,None,381.33020610013045,None,383.3489238000475,None,383.3489238000475,None,k,0.6742183000314981,383.3489238000475,None,383.3489238000475,None,383.3489238000475,None,,,,,379.81345040001906,None,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/17c.jpg,375.0,-225.0,3000,,4,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.34895649994723,None,387.34895649994723,None,None,387.34895649994723,None,387.34895649994723,None,387.34895649994723,None,390.3970767001156,None,390.3970767001156,None,f,0.23387610004283488,390.3970767001156,None,390.3970767001156,None,390.3970767001156,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,TARGET,,stimuli/fractals/34c.jpg,75.0,-75.0,2000,,5,None,,stimuli/fractals/34c.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34b.jpg,75.0,-75.0,75.0,75.0,225.0,-75.0,-375.0,225.0,,,,,,1,,12.0,OLP,stimuli/fractals/34c.jpg,75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.6991391000338,None,399.6991391000338,None,None,399.6991391000338,None,399.6991391000338,None,399.6991391000338,None,401.7307068000082,None,401.7307068000082,None,f,0.7642036001197994,401.7307068000082,None,401.7307068000082,None,401.7307068000082,None,,,397.1639225000981,None,398.16385420016013,None,394.39711549994536,None,right,2.738052000058815,394.39711549994536,None,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/55b.jpg,375.0,-225.0,1000,,6,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.71408349997364,None,405.71408349997364,None,None,405.71408349997364,None,405.71408349997364,None,405.71408349997364,None,406.74954760004766,None,406.74954760004766,None,k,0.7052086000330746,406.74954760004766,None,406.74954760004766,None,406.74954760004766,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,TARGET,,stimuli/fractals/103b.jpg,375.0,-225.0,3000,,7,None,,stimuli/fractals/103b.jpg,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,375.0,-225.0,225.0,-225.0,375.0,-75.0,-225.0,225.0,,,,,,1,,18.0,OLP,stimuli/fractals/103b.jpg,375.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.2663263999857,None,412.2663263999857,None,None,412.2663263999857,None,412.2663263999857,None,412.2663263999857,None,415.3143052000087,None,415.3143052000087,None,k,0.31662749988026917,415.3143052000087,None,415.3143052000087,None,415.3143052000087,None,,,,,410.73086160002276,None,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,TARGET,,stimuli/fractals/69b.jpg,-375.0,-225.0,1000,,8,None,,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69a.jpg,-375.0,-225.0,-225.0,-225.0,-375.0,-75.0,375.0,75.0,,,,,,1,,4.0,ERP,stimuli/fractals/69b.jpg,-375.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.2996664000675,None,419.2996664000675,None,None,419.2996664000675,None,419.2996664000675,None,419.2996664000675,None,420.31645660009235,None,420.31645660009235,None,f,0.5946939999703318,420.31645660009235,None,420.31645660009235,None,420.31645660009235,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,TARGET,,stimuli/fractals/139b.jpg,-225.0,-75.0,2000,,9,None,,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,-225.0,-75.0,-225.0,75.0,-75.0,-75.0,375.0,-225.0,,,,,,1,,8.0,ERP,stimuli/fractals/139b.jpg,-225.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.05002880003303,None,428.05002880003303,None,k,428.05002880003303,None,428.05002880003303,None,428.05002880003303,None,430.1002019001171,None,430.1002019001171,None,k,0.3307397000025958,430.1002019001171,None,430.1002019001171,None,430.1002019001171,None,,,425.51448979997076,None,426.51454870007,None,424.31650960003026,None,right,1.170478800078854,424.31650960003026,None,1.8458779999054968,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/85c.jpg,375.0,225.0,2000,,10,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0828144000843,None,434.0828144000843,None,None,434.0828144000843,None,434.0828144000843,None,434.0828144000843,None,436.1147949001752,None,436.1147949001752,None,f,0.46819510008208454,436.1147949001752,None,436.1147949001752,None,436.1147949001752,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,LURE,,stimuli/fractals/5a.jpg,-375.0,225.0,6000,,11,None,,stimuli/fractals/5c.jpg,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,-375.0,225.0,-225.0,225.0,-375.0,75.0,225.0,-75.0,,,,,,1,,3.0,LLP,stimuli/fractals/5c.jpg,-375.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.65030069998465,None,441.65030069998465,None,None,441.65030069998465,None,441.65030069998465,None,441.65030069998465,None,447.6836636001244,None,447.6836636001244,None,k,0.9713113999459893,447.6836636001244,None,447.6836636001244,None,447.6836636001244,None,,,,,440.1148739999626,None,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/49b.jpg,375.0,75.0,2000,,12,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.6817822000012,None,451.6817822000012,None,None,451.6817822000012,None,451.6817822000012,None,451.6817822000012,None,453.6985208000988,None,453.6985208000988,None,f,0.46858360012993217,453.6985208000988,None,453.6985208000988,None,453.6985208000988,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,LURE,,stimuli/fractals/141b.jpg,375.0,225.0,2000,,13,None,,stimuli/fractals/141a.jpg,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,375.0,225.0,375.0,75.0,225.0,225.0,-375.0,-225.0,,,,,,1,,11.0,ERP,stimuli/fractals/141a.jpg,375.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4153873999603,None,461.4153873999603,None,None,461.4153873999603,None,461.4153873999603,None,461.4153873999603,None,463.44874160015024,None,463.44874160015024,None,k,0.4223104000557214,463.44874160015024,None,463.44874160015024,None,463.44874160015024,None,,,458.8819727001246,None,459.883925500093,None,457.6999297000002,None,right,1.1549646998755634,457.6999297000002,None,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
,,,,,,,OBJ,FOIL,,stimuli/fractals/92a.jpg,-375.0,225.0,3000,,14,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.4321966001298,None,467.4321966001298,None,None,467.4321966001298,None,467.4321966001298,None,467.4321966001298,None,470.45099660009146,None,470.45099660009146,None,f,0.6440268000587821,470.45099660009146,None,470.45099660009146,None,470.45099660009146,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_25_1542,TRK-online,2020.1.3,None,
