Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,comprehension_continue_key.rt,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,LLP,2,stimuli/fractals/8c.jpg,-75.0,225.0,2000,,9,1,0,stimuli/fractals/8c.jpg,stimuli/fractals/8b.jpg,stimuli/fractals/8a.jpg,-75,75,-75,225,-75,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1565386999864,None,178.1565386999864,None,None,178.1565386999864,None,180.1732485999819,None,180.1732485999819,None,j,0.3077980000525713,180.1732485999819,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/144b.jpg,-375.0,-75.0,3000,,10,1,4,stimuli/fractals/144b.jpg,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,-375,-75,-225,-75,-375,75,375,75,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.1733186999336,None,183.1733186999336,None,j,183.1733186999336,None,186.20673560001887,None,186.20673560001887,None,j,0.42605810007080436,186.20673560001887,None,,,,,,,2.611552800051868,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/31c.jpg,225.0,225.0,2000,,11,1,1,stimuli/fractals/31c.jpg,stimuli/fractals/31b.jpg,stimuli/fractals/31a.jpg,225,225,75,225,375,225,-375,75,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1901155000087,None,189.1901155000087,None,None,189.1901155000087,None,191.22351430007257,None,191.22351430007257,None,f,2.0013986001722515,191.22351430007257,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/63a.jpg,-75.0,225.0,2000,,12,1,4,stimuli/fractals/63a.jpg,stimuli/fractals/63c.jpg,stimuli/fractals/63b.jpg,-75,225,75,225,-75,75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.20691700000316,None,194.20691700000316,None,None,194.20691700000316,None,196.22326050000265,None,196.22326050000265,None,j,2.6175645000766963,196.22326050000265,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/31c.jpg,375.0,-75.0,2000,,13,1,0,stimuli/fractals/31c.jpg,stimuli/fractals/31b.jpg,stimuli/fractals/31a.jpg,375,-75,375,-225,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.22336190007627,None,199.22336190007627,None,None,199.22336190007627,None,201.24021920002997,None,201.24021920002997,None,j,0.8011018999386579,201.24021920002997,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/88c.jpg,75.0,75.0,500,,14,1,0,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,stimuli/fractals/88b.jpg,75,75,225,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.24029479990713,None,204.24029479990713,None,None,204.24029479990713,None,204.75722289993428,None,204.75722289993428,None,f,1.019625399960205,204.75722289993428,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/144b.jpg,225.0,-75.0,500,,15,1,0,stimuli/fractals/144b.jpg,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,225,-225,225,-75,75,-225,-225,225,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.75720210000873,None,207.75720210000873,None,None,207.75720210000873,None,208.27375989989378,None,208.27375989989378,None,j,2.503367899917066,208.27375989989378,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/20b.jpg,-375.0,75.0,1000,,16,1,2,stimuli/fractals/20b.jpg,stimuli/fractals/20a.jpg,stimuli/fractals/20c.jpg,-375,75,-225,75,-375,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.273982899962,None,211.273982899962,None,None,211.273982899962,None,212.3073618998751,None,212.3073618998751,None,None,,212.3073618998751,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/63c.jpg,225.0,-225.0,3000,,17,1,0,stimuli/fractals/63a.jpg,stimuli/fractals/63c.jpg,stimuli/fractals/63b.jpg,225,-225,75,-225,225,-75,-225,225,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.29058480006643,None,215.29058480006643,None,None,215.29058480006643,None,218.32426810008474,None,218.32426810008474,None,j,1.3405691001098603,218.32426810008474,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/102a.jpg,-375.0,75.0,4000,,18,1,1,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,stimuli/fractals/102b.jpg,-375,75,-225,75,-375,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.30741619993933,None,221.30741619993933,None,f,221.30741619993933,None,225.3410741998814,None,225.3410741998814,None,j,0.9958159001544118,225.3410741998814,None,,,,,,,1.6454584000166506,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/20b.jpg,-75.0,75.0,1000,,19,1,0,stimuli/fractals/20b.jpg,stimuli/fractals/20a.jpg,stimuli/fractals/20c.jpg,-75,225,-75,75,75,225,225,-225,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.32429790007882,None,228.32429790007882,None,None,228.32429790007882,None,229.3409269999247,None,229.3409269999247,None,j,1.628100800095126,229.3409269999247,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/102c.jpg,-75.0,225.0,2000,,20,1,0,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,stimuli/fractals/102b.jpg,-75,225,-75,75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.34097959985957,None,232.34097959985957,None,None,232.34097959985957,None,234.39791320008226,None,234.39791320008226,None,None,,234.39791320008226,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,BL,0,stimuli/fractals/90c.jpg,225.0,-225.0,5000,,21,1,0,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,225,-225,225,-75,75,-225,-375,75,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.35780450003222,None,237.35780450003222,None,j,237.35780450003222,None,242.3912362998817,None,242.3912362998817,None,j,1.201521199895069,242.3912362998817,None,,,,,,,1.1790155998896807,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/21a.jpg,-225.0,-75.0,1000,,22,1,3,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,stimuli/fractals/21b.jpg,-225,-75,-75,-75,-375,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.3746203999035,None,245.3746203999035,None,j,245.3746203999035,None,246.3912782999687,None,246.3912782999687,None,j,2.921555600129068,246.3912782999687,None,,,,,,,0.4740524999797344,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/51a.jpg,75.0,225.0,2000,,23,1,5,stimuli/fractals/51a.jpg,stimuli/fractals/51b.jpg,stimuli/fractals/51c.jpg,75,225,-75,225,75,75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.39142700005323,None,249.39142700005323,None,None,249.39142700005323,None,251.424746299861,None,251.424746299861,None,f,2.8159964999649674,251.424746299861,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/15b.jpg,225.0,75.0,1000,,24,1,2,stimuli/fractals/15b.jpg,stimuli/fractals/15c.jpg,stimuli/fractals/15a.jpg,225,75,225,-75,225,225,-375,-75,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.40819339989685,None,254.40819339989685,None,None,254.40819339989685,None,255.4417872999329,None,255.4417872999329,None,f,2.758924199966714,255.4417872999329,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/97a.jpg,-75.0,-225.0,2000,,25,1,5,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-75,-225,75,-225,-225,-225,375,225,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.425042900024,None,258.425042900024,None,None,258.425042900024,None,260.4610534000676,None,260.4610534000676,None,f,0.2357698001433164,260.4610534000676,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/21a.jpg,-225.0,75.0,1000,,26,1,0,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,stimuli/fractals/21b.jpg,-225,75,-225,-75,-375,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.425139100058,None,263.425139100058,None,None,263.425139100058,None,264.4418446999043,None,264.4418446999043,None,None,,264.4418446999043,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/15b.jpg,-75.0,225.0,5000,,27,1,0,stimuli/fractals/15b.jpg,stimuli/fractals/15c.jpg,stimuli/fractals/15a.jpg,-75,225,-75,75,75,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.44190079998225,None,267.44190079998225,None,j,267.44190079998225,None,272.45871019992046,None,272.45871019992046,None,j,2.5659723998978734,272.45871019992046,None,,,,,,,4.798991600051522,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/42c.jpg,-375.0,-225.0,2000,,28,1,3,stimuli/fractals/42c.jpg,stimuli/fractals/42a.jpg,stimuli/fractals/42b.jpg,-375,-225,-225,-225,-375,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.45870690001175,None,275.45870690001175,None,None,275.45870690001175,None,277.49472049996257,None,277.49472049996257,None,None,,277.49472049996257,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/51a.jpg,-225.0,-75.0,4000,,29,1,0,stimuli/fractals/51a.jpg,stimuli/fractals/51b.jpg,stimuli/fractals/51c.jpg,-225,-225,-225,-75,-375,-225,75,225,,,,,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.4755335999653,None,280.4755335999653,None,None,280.4755335999653,None,284.4921480999328,None,284.4921480999328,None,j,2.5088055999949574,284.4921480999328,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/68c.jpg,225.0,75.0,1000,,30,1,2,stimuli/fractals/68c.jpg,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,225,75,225,-75,75,75,-375,225,,,,,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.47555930004455,None,287.47555930004455,None,None,287.47555930004455,None,288.50891999993473,None,288.50891999993473,None,f,2.6598811999429017,288.50891999993473,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/97a.jpg,-225.0,75.0,3000,,31,1,0,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-225,75,-225,225,-225,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.49227739986964,None,291.49227739986964,None,None,291.49227739986964,None,294.50900759990327,None,294.50900759990327,None,j,1.7959349998272955,294.50900759990327,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/42a.jpg,-75.0,75.0,4000,,32,1,0,stimuli/fractals/42c.jpg,stimuli/fractals/42a.jpg,stimuli/fractals/42b.jpg,-75,75,-75,225,-225,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.50916779995896,None,297.50916779995896,None,f,297.50916779995896,None,301.52589339995757,None,301.52589339995757,None,f,0.22701280005276203,301.52589339995757,None,,,,,,,3.571706800023094,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/68a.jpg,-375.0,75.0,1000,,33,1,0,stimuli/fractals/68c.jpg,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,-375,75,-375,225,-375,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5258893999271,None,304.5258893999271,None,None,304.5258893999271,None,305.55955610005185,None,305.55955610005185,None,j,0.9531562000047415,305.55955610005185,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/82b.jpg,-375.0,75.0,3000,,34,1,4,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,stimuli/fractals/82a.jpg,-375,75,-225,75,-375,-75,375,75,,,,,,,,,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5428301000502,None,308.5428301000502,None,None,308.5428301000502,None,311.5595305999741,None,311.5595305999741,None,f,0.42543480009771883,311.5595305999741,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/72c.jpg,225.0,75.0,7000,,35,1,1,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,225,75,225,225,375,75,-225,-225,,,,,,,,,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.5596252998803,None,314.5596252998803,None,None,314.5596252998803,None,321.59579299995676,None,321.59579299995676,None,j,0.46891309996135533,321.59579299995676,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/50c.jpg,-75.0,-225.0,1000,,36,1,4,stimuli/fractals/50c.jpg,stimuli/fractals/50b.jpg,stimuli/fractals/50a.jpg,-75,-225,-75,-75,-225,-225,375,75,,,,,,,,,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.57653840002604,None,324.57653840002604,None,None,324.57653840002604,None,325.60987779987045,None,325.60987779987045,None,f,0.5666276998817921,325.60987779987045,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/72b.jpg,-225.0,225.0,1000,,37,1,0,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,-225,225,-75,225,-225,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.5932791000232,None,328.5932791000232,None,None,328.5932791000232,None,329.60997570003383,None,329.60997570003383,None,j,0.542684999993071,329.60997570003383,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/46b.jpg,375.0,75.0,3000,,38,1,1,stimuli/fractals/46b.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,375,75,225,75,375,-75,-225,-75,,,,,,,,,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.6100339998957,None,332.6100339998957,None,None,332.6100339998957,None,335.64350940007716,None,335.64350940007716,None,f,0.4052709999959916,335.64350940007716,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/82b.jpg,75.0,225.0,2000,,39,1,0,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,stimuli/fractals/82a.jpg,75,225,-75,225,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.62694259989075,None,338.62694259989075,None,None,338.62694259989075,None,340.6435725998599,None,340.6435725998599,None,f,0.7651233999058604,340.6435725998599,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/46b.jpg,-75.0,75.0,1000,,40,1,0,stimuli/fractals/46b.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,-75,-75,-75,75,75,-75,375,225,,,,,,,,,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.64348790002987,None,343.64348790002987,None,None,343.64348790002987,None,344.66017009993084,None,344.66017009993084,None,j,0.6045205998234451,344.66017009993084,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/50c.jpg,225.0,-75.0,3000,,41,1,0,stimuli/fractals/50c.jpg,stimuli/fractals/50b.jpg,stimuli/fractals/50a.jpg,225,-225,225,-75,75,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.6602656999603,None,347.6602656999603,None,None,347.6602656999603,None,350.67696690000594,None,350.67696690000594,None,f,0.2437932000029832,350.67696690000594,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,BL,0,stimuli/fractals/90c.jpg,375.0,75.0,3000,,42,1,0,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,375,75,225,75,375,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.67705579986796,None,353.67705579986796,None,f,353.67705579986796,None,356.6937710000202,None,356.6937710000202,None,None,,356.6937710000202,None,,,,,,,2.107702400069684,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
