Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.started,rec_trial_key.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3854807409989,None,right,23.11117217300125,140.3854807409989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.49880581099933,None,right,2.5158089470023697,163.49880581099933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.01662688799843,None,right,1.7831691629980924,166.01662688799843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,OBJ,LURE,,stimuli/fractals//181b.jpg,300.0,0.0,2300,,,,,,,,,,,,,,,,stimuli/fractals//181c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.95768474099896,None,167.95768474099896,None,167.95768474099896,None,167.95768474099896,None,right,4.575048792001326,169.95756700499987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,OBJ,LURE,,stimuli/fractals//149a.jpg,300.0,0.0,1000,,,,,,,,,,,,,,,,stimuli/fractals//149b.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.67282330499802,None,174.67282330499802,None,174.67282330499802,None,174.67282330499802,None,right,34.690631952998956,176.6656171229988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,OBJ,LURE,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.50663414999872,None,211.50663414999872,None,211.50663414999872,None,211.50663414999872,None,right,0.14757084700249834,213.50312904100065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,OBJ,LURE,,stimuli/fractals//167a.jpg,300.0,0.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//167b.jpg,-300.0,0.0,OBJ-TARGET,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.78753478399813,None,213.78753478399813,None,213.78753478399813,None,213.78753478399813,None,right,0.03955800699986867,215.78261500000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,OBJ,FOIL,,stimuli/fractals//163a.jpg,300.0,0.0,600,,,,,,,,,,,,,,,,stimuli/fractals//173c.jpg,-300.0,0.0,-,Új Képek,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.96201979100078,None,215.96201979100078,None,215.96201979100078,None,215.96201979100078,None,right,1.1493470200002776,217.96122721999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,LOC,LURE,,stimuli/fractals//166a.jpg,-300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//166a.jpg,-212.1320344,-212.1320344,"LOC-TARGET, OBJ-LURE",Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.249236792999,None,219.249236792999,None,219.249236792999,None,219.249236792999,None,right,0.5769714779999049,221.24716305100083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,LOC,LURE,,stimuli/fractals//159a.jpg,0.0,300.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//159a.jpg,-212.1320344,212.1320344,LOC-LURE,Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9695842680012,None,221.9695842680012,None,221.9695842680012,None,221.9695842680012,None,right,0.013953400000900729,223.96533111399913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,LOC,LURE,,stimuli/fractals//148b.jpg,212.1320344,212.1320344,800,,,,,,,,,,,,,,,,stimuli/fractals//148b.jpg,0.0,300.0,LOC-FOIL,Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.11448748000112,None,224.11448748000112,None,224.11448748000112,None,224.11448748000112,None,right,0.2413631399977021,226.11024229599934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-212.1320344,212.1320344,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.50125607099835,None,226.50125607099835,None,226.50125607099835,None,226.50125607099835,None,right,0.03122406300099101,228.49773460199867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,1200,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-300.0,0.0,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.67479544199887,None,228.67479544199887,None,228.67479544199887,None,228.67479544199887,None,right,0.28358756200032076,230.6727220649991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.96015518299828,None,right,1.6772657069996058,235.95793389499886,None,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,0.0,300.0,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.63711468399924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.64219371199943,None,239.6550082649992,None,239.6550082649992,None,None,239.6550082649992,None,239.72751443599918,None,239.72751443599918,None,None,239.72751443599918,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-300.0,0.0,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.6613757470008,None,242.6613757470008,None,None,242.6613757470008,None,242.73248947499815,None,242.73248947499815,None,None,242.73248947499815,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,212.1320344,212.1320344,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.66443891899837,None,245.66443891899837,None,None,245.66443891899837,None,245.73623252099787,None,245.73623252099787,None,None,245.73623252099787,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-300.0,0.0,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.67230572399785,None,249.68017321400112,None,249.68017321400112,None,None,249.68017321400112,None,249.75154926599862,None,249.75154926599862,None,None,249.75154926599862,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,LOC,FOIL,,stimuli/fractals/148b.jpg,-212.1320344,-212.1320344,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.69209462800063,None,252.69209462800063,None,None,252.69209462800063,None,252.7611293150003,None,252.7611293150003,None,None,252.7611293150003,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
RecognitionPractice,LOC,LURE,,stimuli/fractals/159a.jpg,212.1320344,212.1320344,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.70007801599786,None,255.70007801599786,None,None,255.70007801599786,None,255.77607714999976,None,255.77607714999976,None,None,255.77607714999976,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.70566777899876,None,right,129.33761996699832,258.70566777899876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,OBJ,FOIL,,stimuli/fractals/102b.jpg,300.0,0.0,500,,1,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.61925142199834,None,390.61925142199834,None,None,390.61925142199834,None,391.19394342300075,None,391.19394342300075,None,None,391.19394342300075,None,388.04611850199944,None,389.05093379299797,None,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,OBJ,LURE,,stimuli/fractals/101c.jpg,212.1320344,212.1320344,1000,,2,None,,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,1,,1.0,OLP,stimuli/fractals/101b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1302711399985,None,394.1302711399985,None,None,394.1302711399985,None,395.20358757600115,None,395.20358757600115,None,None,395.20358757600115,None,,,,,45645,001,2020_ápr_28_1437,trk-encoding,2020.1.0,1028.5458499740141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.1403805259979,None,398.1403805259979,None,None,398.1403805259979,None,,,,,,,,,,,,,,,,,,
