Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,data_protection_text.started,data_protection_text.stopped,data_protection_key.keys,data_protection_key.rt,data_protection_key.started,data_protection_key.stopped,data_procetion_continue.started,data_procetion_continue.stopped,consent_text.started,consent_text.stopped,consent_key.keys,consent_key.rt,consent_key.started,consent_key.stopped,consent_continue.started,consent_continue.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,enc_fx_key.rt,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,rec_trial_key.rt,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,end_rec_run_text.started,end_rec_run_text.stopped,end_rec_run_key.keys,end_rec_run_key.rt,end_rec_run_key.started,end_rec_run_key.stopped,participant,date,expName,psychopyVersion,frameRate,
RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,212.1320344,212.1320344,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.323972444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,325.3292748429999,None,326.34149082780016,None,326.34149082780016,None,None,326.34149082780016,None,326.34149082780016,None,326.34149082780016,None,326.52212544500003,None,326.52212544500003,None,None,326.52212544500003,None,326.52212544500003,None,326.52212544500003,None,330.35665422500006,None,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-300.0,0.0,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.3476340996001,None,332.3476340996001,None,None,332.3476340996001,None,332.3476340996001,None,332.3476340996001,None,332.41881381300004,None,332.41881381300004,None,j,332.41881381300004,None,332.41881381300004,None,332.41881381300004,None,336.3600809889999,None,1.2650532249999742,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,0.0,300.0,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.3558836469999,None,338.3558836469999,None,None,338.3558836469999,None,338.3558836469999,None,338.3558836469999,None,338.4270727369999,None,338.4270727369999,None,j,338.4270727369999,None,338.4270727369999,None,338.4270727369999,None,342.36755074300004,None,1.6839749349999238,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
RecognitionPractice,LOC,LURE,,stimuli/fractals/159a.jpg,212.1320344,212.1320344,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.3636927929999,None,345.3756306160001,None,345.3756306160001,None,None,345.3756306160001,None,345.3756306160001,None,345.3756306160001,None,345.4552523299999,None,345.4552523299999,None,None,345.4552523299999,None,345.4552523299999,None,345.4552523299999,None,349.3860554109999,None,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
RecognitionPractice,LOC,FOIL,,stimuli/fractals/148b.jpg,-212.1320344,-212.1320344,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.384841823,None,351.384841823,None,None,351.384841823,None,351.384841823,None,351.384841823,None,351.4547669010001,None,351.4547669010001,None,None,351.4547669010001,None,351.4547669010001,None,351.4547669010001,None,355.3959660989999,None,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-300.0,0.0,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.39371318200006,None,357.39371318200006,None,None,357.39371318200006,None,357.39371318200006,None,357.39371318200006,None,357.464498261,None,357.464498261,None,j,357.464498261,None,357.464498261,None,357.464498261,None,361.405765235,None,3.4731948940000166,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.39812071999995,None,right,1.5300963559998308,364.395587641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,FOIL,,stimuli/fractals/102b.jpg,300.0,0.0,500,,1,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.395587641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.597222052,None,368.597222052,None,None,368.597222052,None,368.597222052,None,368.597222052,None,369.2962121129999,None,369.2962121129999,None,None,369.2962121129999,None,369.2962121129999,None,369.2962121129999,None,,,,365.92833361,None,366.9316256909999,None,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,LURE,,stimuli/fractals/101c.jpg,212.1320344,212.1320344,1000,,2,None,,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,1,,1.0,OLP,stimuli/fractals/101b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.10861464699997,None,373.10861464699997,None,None,373.10861464699997,None,373.10861464699997,None,373.10861464699997,None,374.18265507699994,None,374.18265507699994,None,None,374.18265507699994,None,374.18265507699994,None,374.18265507699994,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,TARGET,,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,2000,,3,None,,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,1,,2.0,OLP,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1183588189999,None,378.1183588189999,None,None,378.1183588189999,None,378.1183588189999,None,378.1183588189999,None,380.188235224,None,380.188235224,None,None,380.188235224,None,380.188235224,None,380.188235224,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,FOIL,,stimuli/fractals/57a.jpg,-212.1320344,-212.1320344,3000,,4,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.6746219449999,None,385.6746219449999,None,None,385.6746219449999,None,385.6746219449999,None,385.6746219449999,None,388.85906528500004,None,388.85906528500004,None,None,388.85906528500004,None,388.85906528500004,None,388.85906528500004,None,,,,,,384.12315465200004,None,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,TARGET,,stimuli/fractals/15b.jpg,-212.1320344,-212.1320344,2000,,5,None,,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,stimuli/fractals/15c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344,,,,,,1,,12.0,OLP,stimuli/fractals/15b.jpg,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.688433242,None,392.688433242,None,None,392.688433242,None,392.688433242,None,392.688433242,None,394.8796258279999,None,394.8796258279999,None,None,394.8796258279999,None,394.8796258279999,None,394.8796258279999,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,FOIL,,stimuli/fractals/20c.jpg,300.0,0.0,1000,,6,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.69533508799987,None,398.69533508799987,None,None,398.69533508799987,None,398.69533508799987,None,398.69533508799987,None,399.7672666399999,None,399.7672666399999,None,None,399.7672666399999,None,399.7672666399999,None,399.7672666399999,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,TARGET,,stimuli/fractals/121b.jpg,0.0,300.0,3000,,7,None,,stimuli/fractals/121b.jpg,stimuli/fractals/121c.jpg,stimuli/fractals/121a.jpg,0.0,300.0,212.1320344,212.1320344,-212.1320344,212.1320344,0.0,-300.0,,,,,,1,,18.0,OLP,stimuli/fractals/121b.jpg,0.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.899076336,None,407.899076336,None,None,407.899076336,None,407.899076336,None,407.899076336,None,411.2605209569999,None,411.2605209569999,None,None,411.2605209569999,None,411.2605209569999,None,411.2605209569999,None,,,,405.34242193399996,None,406.34317280799996,None,403.71332862300005,None,right,1.625687434000156,403.71332862300005,None,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,TARGET,,stimuli/fractals/19a.jpg,212.1320344,-212.1320344,1000,,8,None,,stimuli/fractals/19a.jpg,stimuli/fractals/19c.jpg,stimuli/fractals/19b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,,,,,,1,,4.0,ERP,stimuli/fractals/19a.jpg,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.91429852500005,None,414.91429852500005,None,None,414.91429852500005,None,414.91429852500005,None,414.91429852500005,None,415.98279067199996,None,415.98279067199996,None,None,415.98279067199996,None,415.98279067199996,None,415.98279067199996,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,OBJ,TARGET,,stimuli/fractals/14c.jpg,-212.1320344,-212.1320344,2000,,9,None,,stimuli/fractals/14c.jpg,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344,,,,,,1,,8.0,ERP,stimuli/fractals/14c.jpg,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.92433352700004,None,419.92433352700004,None,None,419.92433352700004,None,419.92433352700004,None,419.92433352700004,None,422.10400879100007,None,422.10400879100007,None,None,422.10400879100007,None,422.10400879100007,None,422.10400879100007,None,,,,,,,,,,,,,,pilot,2020_ápr_29_1053,trk-encoding,2020.1.0,894.079557168521,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.4819101119999,None,427.4819101119999,None,None,427.4819101119999,None,427.4819101119999,None,427.4819101119999,None,,,,,,,,,,,,,,,,,425.929462648,None,,,,,,,,,,,,
