experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,comprehension_continue_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_trial_key.rt,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,rec_fx_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,k,1,5.05062,,,,,,,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képek helyére? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kevesebb, mint 75%-ban tudott a képek helyszínére figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képek helyszínére. ",igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,20.694415,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.50273,,,,,,,,LLP,1,stimuli/fractals/4c.jpg,0,300,500,,,,0,0,0,0,1,85,2,1,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.872485,,,,,,,,OLP,1,stimuli/fractals/18c.jpg,0,-300,3000,,,,0,1,1,1,1,86,2,2,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.04952,,,,,,,,LLP,2,stimuli/fractals/4c.jpg,-212.1320344,212.1320344,2000,,,,0,2,2,2,1,87,2,0,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.632295,,,,,,,,OLP,1,stimuli/fractals/135a.jpg,300,0,3000,,,,0,3,3,3,1,88,2,1,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,stimuli/fractals/135b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.807805,,,,,,,,OLP,2,stimuli/fractals/18b.jpg,0,-300,3000,,,,0,4,4,4,1,89,2,0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.889795,,,,,,,,OLP,2,stimuli/fractals/135c.jpg,300,0,4000,,,,0,5,5,5,1,90,2,0,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,stimuli/fractals/135b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.87884,,,,,,,,ERP,1,stimuli/fractals/45b.jpg,212.1320344,212.1320344,3000,,,,0,6,6,6,1,91,2,3,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.30653,,,,,,,,ERP,1,stimuli/fractals/132c.jpg,0,-300,2000,,,,0,7,7,7,1,92,2,3,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.32528,,,,,,,,OLP,1,stimuli/fractals/42a.jpg,0,300,8000,,,,0,8,8,8,1,93,2,5,stimuli/fractals/42a.jpg,stimuli/fractals/42c.jpg,stimuli/fractals/42b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.936605,,,,,,,,LLP,1,stimuli/fractals/130a.jpg,212.1320344,-212.1320344,1000,,,,0,9,9,9,1,94,2,5,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.82633,,,,,,,,ERP,2,stimuli/fractals/45b.jpg,212.1320344,212.1320344,500,,,,0,10,10,10,1,95,2,0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.76195,,,,,,,,ERP,2,stimuli/fractals/132c.jpg,0,-300,2000,,,,0,11,11,11,1,96,2,0,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.77088,,,,,,,,LLP,1,stimuli/fractals/38c.jpg,-212.1320344,212.1320344,2000,,,,0,12,12,12,1,97,2,4,stimuli/fractals/38c.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.89249,,,,,,,,ERP,1,stimuli/fractals/77a.jpg,212.1320344,-212.1320344,6000,,,,0,13,13,13,1,98,2,4,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.674115,,,,,,,,OLP,2,stimuli/fractals/42c.jpg,0,300,4000,,,,0,14,14,14,1,99,2,0,stimuli/fractals/42a.jpg,stimuli/fractals/42c.jpg,stimuli/fractals/42b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.799275,,,,,,,,LLP,2,stimuli/fractals/130a.jpg,0,-300,3000,,,,0,15,15,15,1,100,2,0,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.213435,,,,,,,,LLP,1,stimuli/fractals/106c.jpg,-212.1320344,212.1320344,6000,,,,0,16,16,16,1,101,2,2,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.65981,,,,,,,,LLP,2,stimuli/fractals/38c.jpg,-300,0,2000,,,,0,17,17,17,1,102,2,0,stimuli/fractals/38c.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.819235,,,,,,,,ERP,2,stimuli/fractals/77a.jpg,212.1320344,-212.1320344,1000,,,,0,18,18,18,1,103,2,0,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.243365,,,,,,,,LLP,2,stimuli/fractals/106c.jpg,-300,0,3000,,,,0,19,19,19,1,104,2,0,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.8934,,,,,,,,BL,0,stimuli/fractals/141a.jpg,212.1320344,212.1320344,1000,,,,0,20,20,20,1,105,2,0,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,j,j,0.77623,,,,,,,,ERP,1,stimuli/fractals/68c.jpg,-300,0,1000,,,,0,21,21,21,1,106,2,4,stimuli/fractals/68c.jpg,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,0.57217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.80014,,,,,,,,OLP,1,stimuli/fractals/36c.jpg,0,-300,1000,,,,0,22,22,22,1,107,2,5,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.80806,,,,,,,,LLP,1,stimuli/fractals/94a.jpg,-212.1320344,-212.1320344,5000,,,,0,23,23,23,1,108,2,5,stimuli/fractals/94a.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.084495,,,,,,,,OLP,1,stimuli/fractals/103a.jpg,-300,0,2000,,,,0,24,24,24,1,109,2,2,stimuli/fractals/103a.jpg,stimuli/fractals/103b.jpg,stimuli/fractals/103c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.93671,,,,,,,,ERP,1,stimuli/fractals/13a.jpg,300,0,1000,,,,0,25,25,25,1,110,2,4,stimuli/fractals/13a.jpg,stimuli/fractals/13b.jpg,stimuli/fractals/13c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.609275,,,,,,,,ERP,2,stimuli/fractals/68c.jpg,-300,0,2000,,,,0,26,26,26,1,111,2,0,stimuli/fractals/68c.jpg,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.75511,,,,,,,,OLP,2,stimuli/fractals/103b.jpg,-300,0,5000,,,,0,27,27,27,1,112,2,0,stimuli/fractals/103a.jpg,stimuli/fractals/103b.jpg,stimuli/fractals/103c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.939265,,,,,,,,OLP,2,stimuli/fractals/36a.jpg,0,-300,1000,,,,0,28,28,28,1,113,2,0,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.019205,,,,,,,,LLP,2,stimuli/fractals/94a.jpg,-300,0,1000,,,,0,29,29,29,1,114,2,0,stimuli/fractals/94a.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.814365,,,,,,,,ERP,2,stimuli/fractals/13a.jpg,300,0,2000,,,,0,30,30,30,1,115,2,0,stimuli/fractals/13a.jpg,stimuli/fractals/13b.jpg,stimuli/fractals/13c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.168415,,,,,,,,ERP,1,stimuli/fractals/118a.jpg,0,300,5000,,,,0,31,31,31,1,116,2,3,stimuli/fractals/118a.jpg,stimuli/fractals/118b.jpg,stimuli/fractals/118c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.641215,,,,,,,,LLP,1,stimuli/fractals/145a.jpg,0,300,6000,,,,0,32,32,32,1,117,2,1,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,stimuli/fractals/145c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,0.672885,,,,,,,,LLP,1,stimuli/fractals/57c.jpg,0,300,2000,,,,0,33,33,33,1,118,2,3,stimuli/fractals/57c.jpg,stimuli/fractals/57b.jpg,stimuli/fractals/57a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.309725,,,,,,,,LLP,2,stimuli/fractals/145a.jpg,212.1320344,212.1320344,500,,,,0,34,34,34,1,119,2,0,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,stimuli/fractals/145c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,25,16,2020-05-15_18h45.50.444,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.220495,,,,,,,,ERP,2,stimuli/fractals/118a.jpg,0,300,1000,,,,0,35,35,35,1,120,2,0,stimuli/fractals/118a.jpg,stimuli/fractals/118b.jpg,stimuli/fractals/118c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
